,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
132,Information,1889701924722.87842,,Information,-0.21649,0.20815,0.12667,0.17643,0.41084,0.36562,corporate,0.65827,2028
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.10306,0.26689,0.19512,0.25323,0.45455,0.41534,corporate,0.38064,2028
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.14935,0.23467,0.16002,0.22188,0.43058,0.38985,corporate,0.51004,2028
135,Mining,1516828156663.24072,,Mining,-0.28396,0.15106,0.06645,0.13076,0.36837,0.32188,corporate,0.78061,2028
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.15765,0.23669,0.16022,0.21627,0.43208,0.39000,corporate,0.45100,2028
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.17201,0.22416,0.14739,0.20654,0.42276,0.38068,corporate,0.65042,2028
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.11646,0.26754,0.19425,0.24415,0.45503,0.41471,corporate,0.15075,2028
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.25283,0.17476,0.09162,0.15183,0.38600,0.34016,corporate,0.69545,2028
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.21745,0.28873,0.18917,0.32516,0.28873,0.29542,non-corporate,0.33741,2028
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.28663,0.24792,0.14255,0.28681,0.24792,0.25491,non-corporate,0.62511,2028
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.24746,0.27385,0.17177,0.30852,0.27385,0.28030,non-corporate,0.28736,2028
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.36805,0.21661,0.10337,0.24168,0.21661,0.22087,non-corporate,0.59165,2028
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.22669,0.28428,0.18398,0.32003,0.28428,0.29091,non-corporate,0.33922,2028
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.26316,0.26370,0.15996,0.29982,0.26370,0.27004,non-corporate,0.50116,2028
151,Information,167179370661.11032,,Information,-0.36766,0.21840,0.10497,0.24189,0.21840,0.22225,non-corporate,0.67450,2028
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.22978,0.28260,0.18190,0.31832,0.28260,0.28910,non-corporate,0.41747,2028
153,Manufacturing,649562708068.65234,,Manufacturing,-0.27186,0.25537,0.15155,0.29500,0.25537,0.26273,non-corporate,0.50472,2028
154,Mining,317661770013.00690,,Mining,-0.44364,0.16253,0.04377,0.19978,0.16253,0.16907,non-corporate,0.78769,2028
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.30187,0.24615,0.13880,0.27836,0.24615,0.25165,non-corporate,0.50120,2028
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.31321,0.23744,0.12960,0.27207,0.23744,0.24366,non-corporate,0.67249,2028
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.24793,0.28470,0.18182,0.30826,0.28470,0.28904,non-corporate,0.10941,2028
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.39587,0.19102,0.07596,0.22626,0.19102,0.19705,non-corporate,0.70778,2028
162,Overall,20307631130712.19531,,Overall,-0.15846,0.23280,0.15693,0.21572,0.42918,0.38760,corporate,0.47974,2028
163,Overall,17036588869287.80469,,Overall,-0.25473,0.27591,0.17274,0.30449,0.27591,0.28114,non-corporate,0.23937,2028
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.08619,0.27927,0.20875,0.26541,0.46374,0.42537,corporate,0.20329,2029
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.10778,0.26040,0.18868,0.25081,0.44970,0.41080,corporate,0.39417,2029
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.13636,0.23885,0.16543,0.23148,0.43367,0.39391,corporate,0.63648,2029
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.17887,0.22379,0.14551,0.20273,0.42246,0.37945,corporate,0.51578,2029
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.12108,0.25242,0.17977,0.24181,0.44376,0.40433,corporate,0.34385,2029
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.13452,0.24889,0.17495,0.23272,0.44114,0.40083,corporate,0.33879,2029
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.21806,0.21438,0.13243,0.17622,0.41546,0.36995,corporate,0.59077,2029
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.20692,0.20493,0.12531,0.18376,0.40843,0.36478,corporate,0.52802,2029
8,Construction,167674309864.62842,2300,Construction,-0.12462,0.24733,0.17493,0.23942,0.43997,0.40081,corporate,0.41082,2029
9,Educational services,321852356259.17963,6100,Educational services,-0.13181,0.25331,0.17855,0.23456,0.44443,0.40344,corporate,0.41215,2029
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.12448,0.24354,0.17117,0.23951,0.43716,0.39808,corporate,0.59839,2029
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09712,0.27020,0.19904,0.25802,0.45699,0.41832,corporate,0.31511,2029
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.09723,0.26432,0.19352,0.25795,0.45262,0.41431,corporate,0.50113,2029
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.08748,0.27807,0.20721,0.26454,0.46285,0.42426,corporate,0.25610,2029
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.12399,0.24814,0.17520,0.23985,0.44058,0.40101,corporate,0.52952,2029
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.13072,0.25125,0.17692,0.23529,0.44290,0.40226,corporate,0.43894,2029
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.13166,0.24902,0.17476,0.23466,0.44124,0.40069,corporate,0.46446,2029
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.13169,0.24784,0.17386,0.23464,0.44036,0.40004,corporate,0.45640,2029
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.17900,0.23456,0.15614,0.20264,0.43048,0.38717,corporate,0.60370,2029
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.21685,0.23024,0.14765,0.17704,0.42726,0.38101,corporate,0.64211,2029
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.22727,0.19724,0.11504,0.17000,0.40271,0.35732,corporate,0.66319,2029
21,Information and data processing services,118194411065.82817,5140,Information,-0.16831,0.22472,0.14837,0.20987,0.42315,0.38152,corporate,0.73713,2029
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.10306,0.26689,0.19512,0.25400,0.45453,0.41548,corporate,0.38064,2029
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.11158,0.25248,0.18120,0.24824,0.44381,0.40537,corporate,0.44433,2029
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.10089,0.25858,0.18799,0.25547,0.44835,0.41030,corporate,0.45377,2029
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.06780,0.27743,0.20969,0.27785,0.46238,0.42606,corporate,0.30319,2029
26,Wood products,45996624948.83839,3210,Manufacturing,-0.09764,0.26272,0.19231,0.25767,0.45143,0.41343,corporate,0.37879,2029
27,Paper products,129541595783.22841,3220,Manufacturing,-0.14286,0.23479,0.16091,0.22708,0.43064,0.39063,corporate,0.54146,2029
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.14354,0.23406,0.16013,0.22663,0.43011,0.39006,corporate,0.57690,2029
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.11633,0.25653,0.18435,0.24503,0.44683,0.40765,corporate,0.32261,2029
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.23995,0.18671,0.10449,0.16142,0.39488,0.34966,corporate,0.62831,2029
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.13477,0.23869,0.16561,0.23256,0.43355,0.39405,corporate,0.51780,2029
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.12144,0.25154,0.17907,0.24157,0.44311,0.40382,corporate,0.39458,2029
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.10979,0.25229,0.18120,0.24945,0.44367,0.40537,corporate,0.46944,2029
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.12080,0.24545,0.17359,0.24200,0.43858,0.39984,corporate,0.50589,2029
35,Machinery,272319888399.54382,3330,Manufacturing,-0.13527,0.23996,0.16672,0.23221,0.43450,0.39485,corporate,0.50210,2029
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.15820,0.23631,0.16023,0.21671,0.43178,0.39014,corporate,0.59915,2029
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.11648,0.25254,0.18063,0.24493,0.44385,0.40495,corporate,0.42035,2029
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.12508,0.24736,0.17476,0.23911,0.44000,0.40069,corporate,0.53058,2029
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.10476,0.25807,0.18732,0.25285,0.44797,0.40981,corporate,0.40466,2029
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.10452,0.25742,0.18659,0.25301,0.44748,0.40928,corporate,0.43085,2029
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.14664,0.23630,0.16190,0.22453,0.43177,0.39135,corporate,0.49630,2029
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.30694,0.13735,0.05101,0.11612,0.35815,0.31082,corporate,0.81700,2029
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.19777,0.20546,0.12704,0.18995,0.40882,0.36603,corporate,0.57719,2029
44,Support activities for mining,120225750260.04312,2130,Mining,-0.20831,0.19240,0.11378,0.18282,0.39910,0.35641,corporate,0.73741,2029
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.15765,0.23669,0.16022,0.21708,0.43206,0.39013,corporate,0.45100,2029
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.10175,0.25943,0.18849,0.25489,0.44898,0.41066,corporate,0.51917,2029
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.18607,0.21684,0.13892,0.19786,0.41729,0.37466,corporate,0.66461,2029
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.12801,0.24822,0.17502,0.23713,0.44064,0.40088,corporate,0.62936,2029
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.10941,0.27378,0.20084,0.24970,0.45966,0.41963,corporate,0.08976,2029
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.19435,0.19667,0.11974,0.19226,0.40229,0.36073,corporate,0.77658,2029
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.07655,0.27751,0.20847,0.27193,0.46243,0.42517,corporate,0.27307,2029
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.24439,0.17513,0.09337,0.15842,0.38626,0.34159,corporate,0.72300,2029
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.30890,0.15078,0.06198,0.11479,0.36814,0.31879,corporate,0.69992,2029
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.20362,0.20007,0.12099,0.18599,0.40482,0.36164,corporate,0.68245,2029
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.16193,0.21782,0.14322,0.21419,0.41802,0.37779,corporate,0.68619,2029
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.13823,0.23920,0.16525,0.23022,0.43393,0.39378,corporate,0.55262,2029
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.32933,0.12714,0.03869,0.10097,0.35055,0.30187,corporate,0.81324,2029
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.20068,0.20682,0.12745,0.18798,0.40984,0.36633,corporate,0.60535,2029
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.10962,0.26156,0.18924,0.24957,0.45057,0.41121,corporate,0.39036,2029
60,Utilities,2043224620805.23413,2200,Utilities,-0.25344,0.18065,0.09619,0.15230,0.39037,0.34363,corporate,0.66739,2029
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.06415,0.27836,0.21119,0.28032,0.46307,0.42715,corporate,0.28871,2029
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.20949,0.29457,0.19561,0.33066,0.29457,0.30123,non-corporate,0.28130,2029
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.23726,0.27394,0.17293,0.31529,0.27394,0.28153,non-corporate,0.47461,2029
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.26658,0.25608,0.15278,0.29906,0.25608,0.26402,non-corporate,0.65379,2029
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.32711,0.23158,0.12202,0.26557,0.23158,0.23730,non-corporate,0.56967,2029
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.24562,0.27256,0.17078,0.31066,0.27256,0.27966,non-corporate,0.32018,2029
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.25434,0.27857,0.17543,0.30584,0.27857,0.28370,non-corporate,0.16260,2029
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.37996,0.21888,0.10402,0.23632,0.21888,0.22166,non-corporate,0.63696,2029
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.35827,0.21469,0.10282,0.24832,0.21469,0.22062,non-corporate,0.55419,2029
70,Construction,416883328410.43872,2300,Construction,-0.26061,0.26736,0.16418,0.30237,0.26736,0.27393,non-corporate,0.33338,2029
71,Educational services,223504007264.40912,6100,Educational services,-0.26770,0.26527,0.16074,0.29845,0.26527,0.27094,non-corporate,0.45351,2029
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.24337,0.26646,0.16531,0.31191,0.26646,0.27491,non-corporate,0.57431,2029
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.22201,0.29021,0.19016,0.32373,0.29021,0.29649,non-corporate,0.23356,2029
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.22237,0.28233,0.18258,0.32353,0.28233,0.28991,non-corporate,0.50155,2029
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.21701,0.29283,0.19297,0.32650,0.29283,0.29894,non-corporate,0.26125,2029
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.25439,0.26363,0.16112,0.30581,0.26363,0.27126,non-corporate,0.56627,2029
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.26581,0.26389,0.15976,0.29949,0.26389,0.27009,non-corporate,0.48020,2029
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.26588,0.26232,0.15829,0.29945,0.26232,0.26881,non-corporate,0.50338,2029
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.26545,0.26275,0.15889,0.29969,0.26275,0.26933,non-corporate,0.47022,2029
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.31232,0.25117,0.14265,0.27375,0.25117,0.25522,non-corporate,0.56974,2029
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.37704,0.23578,0.12061,0.23793,0.23578,0.23607,non-corporate,0.67429,2029
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.37610,0.20795,0.09401,0.23845,0.20795,0.21297,non-corporate,0.67983,2029
83,Information and data processing services,9622690880.85332,5140,Information,-0.30194,0.24208,0.13536,0.27949,0.24208,0.24889,non-corporate,0.72642,2029
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.22976,0.28257,0.18188,0.31944,0.28257,0.28930,non-corporate,0.41746,2029
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.22407,0.27739,0.17802,0.32259,0.27739,0.28595,non-corporate,0.42231,2029
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.21790,0.28036,0.18144,0.32600,0.28036,0.28892,non-corporate,0.45685,2029
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.18353,0.29860,0.20281,0.34503,0.29860,0.30749,non-corporate,0.31843,2029
88,Wood products,13100141973.28175,3210,Manufacturing,-0.21929,0.28207,0.18292,0.32523,0.28207,0.29021,non-corporate,0.39371,2029
89,Paper products,18990987477.15243,3220,Manufacturing,-0.26510,0.25590,0.15284,0.29988,0.25590,0.26408,non-corporate,0.54185,2029
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.26790,0.25411,0.15079,0.29834,0.25411,0.26230,non-corporate,0.58484,2029
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.24197,0.27326,0.17197,0.31268,0.27326,0.28069,non-corporate,0.35649,2029
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.37906,0.20373,0.09011,0.23682,0.20373,0.20958,non-corporate,0.62425,2029
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.24748,0.26452,0.16314,0.30963,0.26452,0.27302,non-corporate,0.49098,2029
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.24497,0.27052,0.16901,0.31102,0.27052,0.27812,non-corporate,0.40676,2029
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.22271,0.27656,0.17739,0.32334,0.27656,0.28540,non-corporate,0.45915,2029
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.23632,0.26926,0.16892,0.31581,0.26926,0.27805,non-corporate,0.49534,2029
97,Machinery,44994036766.64782,3330,Manufacturing,-0.24329,0.26788,0.16680,0.31195,0.26788,0.27620,non-corporate,0.46096,2029
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.28802,0.25303,0.14728,0.28720,0.25303,0.25924,non-corporate,0.61128,2029
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.22676,0.27774,0.17802,0.32110,0.27774,0.28595,non-corporate,0.40136,2029
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.24107,0.27043,0.16942,0.31318,0.27043,0.27848,non-corporate,0.51563,2029
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.21059,0.28540,0.18725,0.33005,0.28540,0.29397,non-corporate,0.37104,2029
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.21888,0.28028,0.18133,0.32546,0.28028,0.28882,non-corporate,0.43136,2029
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.25978,0.26131,0.15862,0.30283,0.26131,0.26909,non-corporate,0.47513,2029
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.47327,0.14635,0.02504,0.18468,0.14635,0.15306,non-corporate,0.83148,2029
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.33756,0.22342,0.11358,0.25978,0.22342,0.22997,non-corporate,0.55135,2029
106,Support activities for mining,25044165259.49403,2130,Mining,-0.35354,0.20673,0.09606,0.25094,0.20673,0.21475,non-corporate,0.75206,2029
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.30183,0.24613,0.13879,0.27956,0.24613,0.25187,non-corporate,0.50119,2029
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.22723,0.27699,0.17701,0.32084,0.27699,0.28507,non-corporate,0.54358,2029
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.33042,0.22931,0.11991,0.26374,0.22931,0.23547,non-corporate,0.68824,2029
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.25877,0.26435,0.16142,0.30338,0.26435,0.27153,non-corporate,0.65085,2029
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.24645,0.28584,0.18308,0.31021,0.28584,0.29034,non-corporate,0.09703,2029
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.33214,0.21460,0.10619,0.26278,0.21460,0.22355,non-corporate,0.78153,2029
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.17058,0.30730,0.21254,0.35219,0.30730,0.31594,non-corporate,0.22848,2029
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.39781,0.18651,0.07169,0.22644,0.18651,0.19358,non-corporate,0.74489,2029
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.48178,0.15373,0.03030,0.17997,0.15373,0.15762,non-corporate,0.72702,2029
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.34846,0.21273,0.10205,0.25375,0.21273,0.21995,non-corporate,0.70772,2029
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.29747,0.23416,0.12870,0.28197,0.23416,0.24311,non-corporate,0.71472,2029
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.27127,0.25422,0.15028,0.29647,0.25422,0.26185,non-corporate,0.58811,2029
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.50308,0.13307,0.00892,0.16819,0.13307,0.13905,non-corporate,0.83330,2029
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.34758,0.21770,0.10671,0.25424,0.21770,0.22400,non-corporate,0.63507,2029
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.23982,0.27584,0.17423,0.31387,0.27584,0.28266,non-corporate,0.43480,2029
122,Utilities,110848021471.32501,2200,Utilities,-0.41071,0.18813,0.07105,0.21930,0.18813,0.19303,non-corporate,0.69258,2029
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.15389,0.31262,0.21975,0.36143,0.31262,0.32220,non-corporate,0.20360,2029
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.09483,0.27175,0.20075,0.25957,0.45815,0.41956,corporate,0.28051,2029
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.15277,0.23297,0.15768,0.22038,0.42930,0.38828,corporate,0.58883,2029
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.12224,0.25211,0.17935,0.24103,0.44353,0.40402,corporate,0.34341,2029
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.21176,0.20908,0.12843,0.18049,0.41152,0.36705,corporate,0.55542,2029
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.11456,0.25195,0.18009,0.24623,0.44341,0.40456,corporate,0.53808,2029
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.12911,0.25018,0.17622,0.23638,0.44210,0.40175,corporate,0.46416,2029
132,Information,1889701924722.87842,,Information,-0.21649,0.20815,0.12667,0.17729,0.41082,0.36577,corporate,0.65827,2029
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.10306,0.26689,0.19512,0.25400,0.45453,0.41548,corporate,0.38064,2029
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.14935,0.23467,0.16002,0.22269,0.43056,0.38999,corporate,0.51004,2029
135,Mining,1516828156663.24072,,Mining,-0.28396,0.15106,0.06645,0.13166,0.36835,0.32203,corporate,0.78061,2029
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.15765,0.23669,0.16022,0.21708,0.43206,0.39013,corporate,0.45100,2029
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.17201,0.22416,0.14739,0.20737,0.42274,0.38082,corporate,0.65042,2029
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.11646,0.26754,0.19425,0.24494,0.45501,0.41484,corporate,0.15075,2029
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.25283,0.17476,0.09162,0.15271,0.38598,0.34031,corporate,0.69545,2029
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.21742,0.28870,0.18916,0.32627,0.28870,0.29562,non-corporate,0.33741,2029
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.28660,0.24790,0.14253,0.28799,0.24790,0.25512,non-corporate,0.62510,2029
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.24743,0.27382,0.17175,0.30966,0.27382,0.28050,non-corporate,0.28736,2029
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.36800,0.21659,0.10336,0.24294,0.21659,0.22109,non-corporate,0.59164,2029
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.22666,0.28425,0.18396,0.32115,0.28425,0.29111,non-corporate,0.33922,2029
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.26313,0.26368,0.15994,0.30097,0.26368,0.27025,non-corporate,0.50115,2029
151,Information,167179370661.11032,,Information,-0.36761,0.21838,0.10496,0.24315,0.21838,0.22248,non-corporate,0.67449,2029
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.22976,0.28257,0.18188,0.31944,0.28257,0.28930,non-corporate,0.41746,2029
153,Manufacturing,649562708068.65234,,Manufacturing,-0.27183,0.25535,0.15153,0.29616,0.25535,0.26294,non-corporate,0.50472,2029
154,Mining,317661770013.00690,,Mining,-0.44358,0.16251,0.04376,0.20111,0.16251,0.16932,non-corporate,0.78769,2029
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.30183,0.24613,0.13879,0.27956,0.24613,0.25187,non-corporate,0.50119,2029
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.31318,0.23742,0.12959,0.27328,0.23742,0.24388,non-corporate,0.67249,2029
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.24790,0.28467,0.18181,0.30940,0.28467,0.28924,non-corporate,0.10940,2029
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.39581,0.19100,0.07595,0.22755,0.19100,0.19728,non-corporate,0.70778,2029
162,Overall,20307631130712.19531,,Overall,-0.15846,0.23280,0.15693,0.21653,0.42916,0.38774,corporate,0.47974,2029
163,Overall,17036588869287.80469,,Overall,-0.25469,0.27588,0.17272,0.30564,0.27588,0.28135,non-corporate,0.23937,2029
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.08619,0.27927,0.20875,0.26671,0.46390,0.42575,corporate,0.20329,2030
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.10778,0.26040,0.18868,0.25213,0.44986,0.41118,corporate,0.39417,2030
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.13636,0.23885,0.16543,0.23284,0.43383,0.39431,corporate,0.63648,2030
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.17887,0.22379,0.14551,0.20414,0.42263,0.37985,corporate,0.51578,2030
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.12108,0.25242,0.17977,0.24316,0.44392,0.40471,corporate,0.34385,2030
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.13452,0.24889,0.17495,0.23408,0.44130,0.40122,corporate,0.33879,2030
