,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
162,Overall,20307631130712.19531,,Overall,-0.11489,0.17013,0.10970,0.22634,0.27426,0.26371,corporate,0.47761,2027
163,Overall,17036588869287.80469,,Overall,-0.24390,0.26603,0.17734,0.27993,0.26603,0.26798,non-corporate,0.23309,2027
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.05932,0.20939,0.15256,0.26565,0.30878,0.29947,corporate,0.20105,2028
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.07647,0.19396,0.13644,0.25377,0.29530,0.28614,corporate,0.39136,2028
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.10449,0.17354,0.11435,0.23434,0.27744,0.26788,corporate,0.63374,2028
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.12540,0.16453,0.10289,0.21985,0.26957,0.25840,corporate,0.51241,2028
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.08570,0.18759,0.12950,0.24737,0.28972,0.28040,corporate,0.34203,2028
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.09393,0.18468,0.12576,0.24166,0.28718,0.27731,corporate,0.33730,2028
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.15964,0.15181,0.08677,0.19612,0.25845,0.24508,corporate,0.58729,2028
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.14452,0.14976,0.08742,0.20659,0.25666,0.24561,corporate,0.52580,2028
8,Construction,167674309864.62842,2300,Construction,-0.08904,0.18335,0.12545,0.24506,0.28602,0.27705,corporate,0.40921,2028
9,Educational services,321852356259.17963,6100,Educational services,-0.09386,0.18740,0.12770,0.24171,0.28956,0.27892,corporate,0.40804,2028
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09101,0.17995,0.12201,0.24369,0.28304,0.27421,corporate,0.59522,2028
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.07000,0.20098,0.14357,0.25825,0.30143,0.29204,corporate,0.31272,2028
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.07387,0.19522,0.13788,0.25557,0.29640,0.28733,corporate,0.49769,2028
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06067,0.20839,0.15133,0.26472,0.30791,0.29845,corporate,0.25282,2028
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.08951,0.18373,0.12540,0.24473,0.28635,0.27701,corporate,0.52597,2028
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09253,0.18627,0.12700,0.24264,0.28858,0.27834,corporate,0.43512,2028
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09340,0.18459,0.12540,0.24203,0.28710,0.27701,corporate,0.46046,2028
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09376,0.18354,0.12454,0.24178,0.28619,0.27630,corporate,0.45287,2028
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.14243,0.16371,0.09994,0.20804,0.26885,0.25597,corporate,0.60046,2028
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.16717,0.15833,0.09157,0.19089,0.26415,0.24905,corporate,0.63754,2028
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.16180,0.14188,0.07750,0.19461,0.24976,0.23742,corporate,0.65966,2028
21,Information and data processing services,118194411065.82817,5140,Information,-0.13719,0.15694,0.09477,0.21167,0.26293,0.25169,corporate,0.73455,2028
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.07658,0.19726,0.13923,0.25369,0.29818,0.28845,corporate,0.37764,2028
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.08246,0.18661,0.12924,0.24961,0.28887,0.28019,corporate,0.44191,2028
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07433,0.19190,0.13503,0.25525,0.29349,0.28497,corporate,0.45065,2028
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.05129,0.20697,0.15186,0.27122,0.30667,0.29888,corporate,0.30090,2028
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07153,0.19515,0.13836,0.25719,0.29634,0.28773,corporate,0.37635,2028
27,Paper products,129541595783.22841,3220,Manufacturing,-0.10580,0.17171,0.11259,0.23344,0.27585,0.26642,corporate,0.53881,2028
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10736,0.17067,0.11142,0.23235,0.27494,0.26545,corporate,0.57400,2028
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.08306,0.19030,0.13239,0.24920,0.29209,0.28279,corporate,0.32103,2028
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.18217,0.12794,0.06259,0.18050,0.23757,0.22509,corporate,0.62593,2028
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.10129,0.17435,0.11564,0.23656,0.27815,0.26894,corporate,0.51535,2028
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08795,0.18593,0.12780,0.24581,0.28828,0.27900,corporate,0.39253,2028
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.08039,0.18703,0.12990,0.25105,0.28923,0.28073,corporate,0.46679,2028
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.08970,0.18081,0.12306,0.24460,0.28379,0.27508,corporate,0.50338,2028
35,Machinery,272319888399.54382,3330,Manufacturing,-0.10402,0.17404,0.11494,0.23467,0.27788,0.26837,corporate,0.49978,2028
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.13234,0.16467,0.10223,0.21504,0.26969,0.25787,corporate,0.59651,2028
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.09036,0.18417,0.12588,0.24414,0.28673,0.27741,corporate,0.41812,2028
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.09985,0.17861,0.11954,0.23756,0.28188,0.27217,corporate,0.52823,2028
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08363,0.18811,0.13043,0.24881,0.29018,0.28117,corporate,0.40271,2028
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07848,0.19002,0.13282,0.25238,0.29185,0.28315,corporate,0.42831,2028
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.11474,0.16942,0.10924,0.22724,0.27384,0.26365,corporate,0.49404,2028
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.21311,0.09808,0.03195,0.15905,0.21147,0.19977,corporate,0.81483,2028
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.13953,0.15017,0.08859,0.21005,0.25701,0.24658,corporate,0.57486,2028
44,Support activities for mining,120225750260.04312,2130,Mining,-0.14890,0.13978,0.07811,0.20355,0.24792,0.23792,corporate,0.73488,2028
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.11187,0.17414,0.11347,0.22923,0.27797,0.26715,corporate,0.44757,2028
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.07445,0.19273,0.13564,0.25517,0.29422,0.28548,corporate,0.51576,2028
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.14637,0.15168,0.08880,0.20532,0.25833,0.24676,corporate,0.66190,2028
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.10545,0.17751,0.11762,0.23368,0.28091,0.27058,corporate,0.62658,2028
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07469,0.20418,0.14566,0.25500,0.30423,0.29377,corporate,0.09209,2028
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.13975,0.14332,0.08276,0.20990,0.25102,0.24176,corporate,0.77438,2028
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.05458,0.20786,0.15203,0.26894,0.30745,0.29902,corporate,0.27074,2028
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.17178,0.12668,0.06316,0.18770,0.23647,0.22556,corporate,0.72038,2028
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.21149,0.10820,0.04042,0.16017,0.22032,0.20677,corporate,0.69673,2028
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.14431,0.14597,0.08398,0.20674,0.25334,0.24278,corporate,0.67934,2028
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.11709,0.15981,0.10063,0.22561,0.26544,0.25654,corporate,0.68394,2028
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09894,0.17688,0.11800,0.23819,0.28036,0.27089,corporate,0.54921,2028
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.22686,0.09052,0.02318,0.14951,0.20486,0.19251,corporate,0.81097,2028
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.14145,0.15108,0.08882,0.20872,0.25780,0.24678,corporate,0.60224,2028
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.07763,0.19481,0.13685,0.25297,0.29604,0.28648,corporate,0.38683,2028
60,Utilities,2043224620805.23413,2200,Utilities,-0.17585,0.13094,0.06563,0.18488,0.24019,0.22761,corporate,0.66370,2028
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.04836,0.20800,0.15331,0.27326,0.30757,0.30008,corporate,0.28714,2028
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.20011,0.28381,0.19869,0.30638,0.28381,0.28718,non-corporate,0.26642,2028
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22727,0.26282,0.17591,0.29068,0.26282,0.26692,non-corporate,0.45823,2028
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.25661,0.24470,0.15579,0.27372,0.24470,0.24902,non-corporate,0.64026,2028
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.31292,0.22396,0.12947,0.24117,0.22396,0.22560,non-corporate,0.55211,2028
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.23494,0.26191,0.17444,0.28625,0.26191,0.26561,non-corporate,0.31224,2028
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.24234,0.26967,0.18114,0.28197,0.26967,0.27157,non-corporate,0.15919,2028
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.36390,0.21377,0.11485,0.21171,0.21377,0.21261,non-corporate,0.61906,2028
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.34254,0.20711,0.11094,0.22406,0.20711,0.20912,non-corporate,0.54313,2028
70,Construction,416883328410.43872,2300,Construction,-0.24907,0.25731,0.16872,0.27808,0.25731,0.26052,non-corporate,0.32718,2028
71,Educational services,223504007264.40912,6100,Educational services,-0.25621,0.25654,0.16637,0.27395,0.25654,0.25843,non-corporate,0.43167,2028
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.23359,0.25456,0.16758,0.28703,0.25456,0.25951,non-corporate,0.55953,2028
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.21210,0.27979,0.19381,0.29945,0.27979,0.28284,non-corporate,0.22494,2028
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.21358,0.27076,0.18488,0.29859,0.27076,0.27490,non-corporate,0.48473,2028
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.20716,0.28274,0.19680,0.30230,0.28274,0.28550,non-corporate,0.24538,2028
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.24394,0.25281,0.16453,0.28105,0.25281,0.25679,non-corporate,0.54785,2028
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.25439,0.25466,0.16489,0.27501,0.25466,0.25712,non-corporate,0.45997,2028
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.25455,0.25285,0.16317,0.27491,0.25285,0.25558,non-corporate,0.48243,2028
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.25409,0.25307,0.16363,0.27518,0.25307,0.25599,non-corporate,0.45260,2028
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.30058,0.24324,0.14980,0.24831,0.24324,0.24369,non-corporate,0.55508,2028
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.36162,0.23175,0.13269,0.21303,0.23175,0.22847,non-corporate,0.65147,2028
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.36008,0.20160,0.10333,0.21392,0.20160,0.20236,non-corporate,0.66292,2028
83,Information and data processing services,9622690880.85332,5140,Information,-0.29181,0.23172,0.13971,0.25337,0.23172,0.23472,non-corporate,0.71442,2028
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.22040,0.27187,0.18516,0.29465,0.27187,0.27515,non-corporate,0.40149,2028
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.21512,0.26489,0.17953,0.29770,0.26489,0.27014,non-corporate,0.41125,2028
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20917,0.26790,0.18285,0.30114,0.26790,0.27310,non-corporate,0.44161,2028
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.17622,0.28516,0.20289,0.32018,0.28516,0.29092,non-corporate,0.30675,2028
88,Wood products,13100141973.28175,3210,Manufacturing,-0.21032,0.26995,0.18474,0.30048,0.26995,0.27477,non-corporate,0.38142,2028
89,Paper products,18990987477.15243,3220,Manufacturing,-0.25469,0.24443,0.15581,0.27483,0.24443,0.24904,non-corporate,0.52917,2028
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.25757,0.24264,0.15377,0.27316,0.24264,0.24722,non-corporate,0.57076,2028
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.23174,0.26209,0.17509,0.28810,0.26209,0.26619,non-corporate,0.34809,2028
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.36478,0.19570,0.09786,0.21120,0.19570,0.19748,non-corporate,0.61314,2028
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.23796,0.25235,0.16522,0.28450,0.25235,0.25741,non-corporate,0.47986,2028
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.23481,0.25924,0.17202,0.28632,0.25924,0.26346,non-corporate,0.39659,2028
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.21379,0.26388,0.17868,0.29847,0.26388,0.26938,non-corporate,0.44671,2028
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.22707,0.25676,0.17055,0.29079,0.25676,0.26215,non-corporate,0.48355,2028
97,Machinery,44994036766.64782,3330,Manufacturing,-0.23419,0.25565,0.16877,0.28668,0.25565,0.26056,non-corporate,0.45081,2028
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.27883,0.24276,0.15153,0.26088,0.24276,0.24523,non-corporate,0.59844,2028
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21828,0.26533,0.17961,0.29588,0.26533,0.27021,non-corporate,0.39109,2028
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.23254,0.25826,0.17136,0.28763,0.25826,0.26287,non-corporate,0.50472,2028
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20294,0.27231,0.18798,0.30474,0.27231,0.27766,non-corporate,0.36247,2028
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.21033,0.26767,0.18263,0.30047,0.26767,0.27290,non-corporate,0.41904,2028
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.25038,0.24965,0.16132,0.27732,0.24965,0.25394,non-corporate,0.46478,2028
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.45250,0.14036,0.03624,0.16050,0.14036,0.14267,non-corporate,0.82128,2028
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.32296,0.21488,0.12048,0.23537,0.21488,0.21761,non-corporate,0.54087,2028
106,Support activities for mining,25044165259.49403,2130,Mining,-0.33898,0.19722,0.10208,0.22611,0.19722,0.20124,non-corporate,0.74011,2028
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.28889,0.23785,0.14533,0.25506,0.23785,0.23971,non-corporate,0.48282,2028
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.21800,0.26523,0.17918,0.29603,0.26523,0.26983,non-corporate,0.52620,2028
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.31861,0.22009,0.12582,0.23788,0.22009,0.22236,non-corporate,0.67482,2028
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.25007,0.25309,0.16438,0.27750,0.25309,0.25666,non-corporate,0.63694,2028
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.23634,0.27661,0.18818,0.28543,0.27661,0.27783,non-corporate,0.09495,2028
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.31873,0.20377,0.11068,0.23782,0.20377,0.20889,non-corporate,0.77128,2028
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.16332,0.29396,0.21262,0.32764,0.29396,0.29958,non-corporate,0.21902,2028
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.38083,0.17872,0.08004,0.20193,0.17872,0.18164,non-corporate,0.73200,2028
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.45972,0.15082,0.04445,0.15633,0.15082,0.14998,non-corporate,0.71163,2028
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.33385,0.20404,0.10873,0.22908,0.20404,0.20716,non-corporate,0.69264,2028
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.28554,0.22268,0.13211,0.25700,0.22268,0.22796,non-corporate,0.70364,2028
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.26003,0.24371,0.15422,0.27175,0.24371,0.24763,non-corporate,0.57051,2028
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.48054,0.12843,0.02184,0.14430,0.12843,0.12986,non-corporate,0.82245,2028
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.33271,0.20980,0.11420,0.22974,0.20980,0.21202,non-corporate,0.61957,2028
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.22954,0.26555,0.17803,0.28937,0.26555,0.26881,non-corporate,0.41579,2028
122,Utilities,110848021471.32501,2200,Utilities,-0.39254,0.18299,0.08195,0.19516,0.18299,0.18333,non-corporate,0.67488,2028
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14763,0.29798,0.21839,0.33671,0.29798,0.30471,non-corporate,0.19824,2028
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.06619,0.20322,0.14611,0.26089,0.30339,0.29414,corporate,0.27804,2028
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11265,0.17001,0.10986,0.22868,0.27435,0.26417,corporate,0.58584,2028
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.08641,0.18733,0.12917,0.24688,0.28950,0.28013,corporate,0.34161,2028
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.15107,0.15066,0.08713,0.20205,0.25744,0.24538,corporate,0.55265,2028
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.08418,0.18633,0.12860,0.24842,0.28863,0.27966,corporate,0.53493,2028
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.09187,0.18541,0.12639,0.24309,0.28782,0.27783,corporate,0.46041,2028
132,Information,1889701924722.87842,,Information,-0.15887,0.14768,0.08315,0.19665,0.25483,0.24209,corporate,0.65467,2028
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.07658,0.19726,0.13923,0.25369,0.29818,0.28845,corporate,0.37764,2028
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.11477,0.16904,0.10888,0.22721,0.27351,0.26336,corporate,0.50769,2028
135,Mining,1516828156663.24072,,Mining,-0.19810,0.10836,0.04321,0.16945,0.22046,0.20907,corporate,0.77840,2028
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.11187,0.17414,0.11347,0.22923,0.27797,0.26715,corporate,0.44757,2028
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.13570,0.15807,0.09601,0.21271,0.26391,0.25272,corporate,0.64766,2028
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.08017,0.19913,0.14043,0.25121,0.29981,0.28944,corporate,0.15268,2028
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.17651,0.12639,0.06198,0.18442,0.23622,0.22459,corporate,0.69262,2028
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.20787,0.27784,0.19221,0.30189,0.27784,0.28142,non-corporate,0.32210,2028
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.27527,0.23775,0.14699,0.26294,0.23775,0.24119,non-corporate,0.61019,2028
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.23647,0.26354,0.17584,0.28536,0.26354,0.26686,non-corporate,0.28037,2028
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.35212,0.21014,0.11272,0.21852,0.21014,0.21070,non-corporate,0.57749,2028
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.21687,0.27344,0.18722,0.29669,0.27344,0.27698,non-corporate,0.32773,2028
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.25195,0.25404,0.16464,0.27642,0.25404,0.25689,non-corporate,0.48142,2028
151,Information,167179370661.11032,,Information,-0.35237,0.21215,0.11439,0.21838,0.21215,0.21219,non-corporate,0.65686,2028
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.22040,0.27187,0.18516,0.29465,0.27187,0.27515,non-corporate,0.40149,2028
153,Manufacturing,649562708068.65234,,Manufacturing,-0.26165,0.24419,0.15489,0.27081,0.24419,0.24822,non-corporate,0.49362,2028
154,Mining,317661770013.00690,,Mining,-0.42430,0.15581,0.05385,0.17680,0.15581,0.15834,non-corporate,0.77731,2028
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.28889,0.23785,0.14533,0.25506,0.23785,0.23971,non-corporate,0.48282,2028
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.30198,0.22772,0.13481,0.24750,0.22772,0.23036,non-corporate,0.65870,2028
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.23774,0.27541,0.18690,0.28463,0.27541,0.27669,non-corporate,0.10717,2028
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.37869,0.18400,0.08500,0.20316,0.18400,0.18604,non-corporate,0.69370,2028
162,Overall,20307631130712.19531,,Overall,-0.11489,0.17013,0.10970,0.22713,0.27446,0.26404,corporate,0.47761,2028
163,Overall,17036588869287.80469,,Overall,-0.24419,0.26624,0.17748,0.28090,0.26624,0.26832,non-corporate,0.23311,2028
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.05932,0.20939,0.15256,0.26690,0.30901,0.29991,corporate,0.20105,2029
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.07647,0.19396,0.13644,0.25503,0.29553,0.28659,corporate,0.39136,2029
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.10449,0.17354,0.11435,0.23564,0.27768,0.26834,corporate,0.63374,2029
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.12540,0.16453,0.10289,0.22117,0.26981,0.25887,corporate,0.51241,2029
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.08570,0.18759,0.12950,0.24864,0.28996,0.28086,corporate,0.34203,2029
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.09393,0.18468,0.12576,0.24295,0.28742,0.27777,corporate,0.33730,2029
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.15964,0.15181,0.08677,0.19748,0.25869,0.24556,corporate,0.58729,2029
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.14452,0.14976,0.08742,0.20793,0.25690,0.24609,corporate,0.52580,2029
8,Construction,167674309864.62842,2300,Construction,-0.08904,0.18335,0.12545,0.24633,0.28625,0.27751,corporate,0.40921,2029
9,Educational services,321852356259.17963,6100,Educational services,-0.09386,0.18740,0.12770,0.24299,0.28979,0.27937,corporate,0.40804,2029
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09101,0.17995,0.12201,0.24497,0.28328,0.27467,corporate,0.59522,2029
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.07000,0.20098,0.14357,0.25950,0.30166,0.29248,corporate,0.31272,2029
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.07387,0.19522,0.13788,0.25683,0.29663,0.28778,corporate,0.49769,2029
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06067,0.20839,0.15133,0.26597,0.30814,0.29889,corporate,0.25282,2029
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.08951,0.18373,0.12540,0.24600,0.28659,0.27747,corporate,0.52597,2029
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09253,0.18627,0.12700,0.24392,0.28881,0.27879,corporate,0.43512,2029
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09340,0.18459,0.12540,0.24331,0.28734,0.27747,corporate,0.46046,2029
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09376,0.18354,0.12454,0.24306,0.28643,0.27676,corporate,0.45287,2029
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.14243,0.16371,0.09994,0.20938,0.26909,0.25644,corporate,0.60046,2029
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.16717,0.15833,0.09157,0.19226,0.26439,0.24952,corporate,0.63754,2029
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.16180,0.14188,0.07750,0.19598,0.25001,0.23790,corporate,0.65966,2029
21,Information and data processing services,118194411065.82817,5140,Information,-0.13719,0.15694,0.09477,0.21301,0.26317,0.25216,corporate,0.73455,2029
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.07658,0.19726,0.13923,0.25496,0.29841,0.28890,corporate,0.37764,2029
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.08246,0.18661,0.12924,0.25088,0.28911,0.28065,corporate,0.44191,2029
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07433,0.19190,0.13503,0.25651,0.29373,0.28543,corporate,0.45065,2029
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.05129,0.20697,0.15186,0.27246,0.30690,0.29933,corporate,0.30090,2029
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07153,0.19515,0.13836,0.25845,0.29657,0.28818,corporate,0.37635,2029
27,Paper products,129541595783.22841,3220,Manufacturing,-0.10580,0.17171,0.11259,0.23473,0.27609,0.26689,corporate,0.53881,2029
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10736,0.17067,0.11142,0.23365,0.27518,0.26592,corporate,0.57400,2029
